city_id,city_name,dates,wind_gust,wind_speed,wind_direction
112,Bremen,10/10/2022,36.4,25.9,201.4
112,Bremen,10/11/2022,22.7,23,259.2
112,Bremen,10/12/2022,23,16.5,143.1
112,Bremen,10/13/2022,33.8,18,205.1
112,Bremen,10/14/2022,24.8,14.4,176.6
112,Bremen,10/15/2022,35.3,20.5,200.5
112,Bremen,10/16/2022,42.8,31.3,213.4
112,Bremen,10/17/2022,37.4,18.3,178.3
112,Bremen,10/18/2022,30.6,21.6,273
112,Bremen,10/19/2022,21.2,14.3,80.6
112,Bremen,10/20/2022,45,27.3,117
112,Bremen,10/21/2022,21.2,15.1,154.6
112,Bremen,10/22/2022,36.7,24.5,206.5
112,Bremen,10/23/2022,27.4,25.5,131.7
112,Bremen,10/24/2022,60.5,28.4,195.4
112,Bremen,10/25/2022,39.6,24.1,223.4
112,Bremen,10/26/2022,23.4,13.6,144.7
112,Bremen,10/27/2022,34.9,16.9,142.4
112,Bremen,10/28/2022,26.3,23.4,192.8
112,Bremen,10/29/2022,25.2,12.6,162.2
112,Bremen,10/30/2022,15.8,10.8,172.3
112,Bremen,10/31/2022,31.7,19.8,117.7
112,Bremen,11/1/2022,49.7,34.5,188.7
112,Bremen,11/2/2022,63,36.6,214.5
112,Bremen,11/3/2022,36.4,23.4,143.3
112,Bremen,11/4/2022,41.4,28.8,225.5
112,Bremen,11/5/2022,38.5,20.9,214.7
112,Bremen,11/6/2022,43.6,27.7,181.7
112,Bremen,11/7/2022,52.6,28.8,207.3
112,Bremen,11/8/2022,42.1,24.1,178
112,Bremen,11/9/2022,51.1,27.7,212.3
112,Bremen,11/10/2022,46.4,25.5,223
112,Bremen,11/11/2022,38.2,24.4,214.4
112,Bremen,11/12/2022,15.5,7.2,116
112,Bremen,11/13/2022,30.6,21.2,100
112,Bremen,11/14/2022,37.4,22.6,112.8
112,Bremen,11/15/2022,28.4,19,133.7
112,Bremen,11/16/2022,47.5,25.9,111.3
112,Bremen,11/17/2022,77.8,37.4,109.5
112,Bremen,11/18/2022,40.7,26.2,92
112,Bremen,11/19/2022,27,15.1,55
112,Bremen,11/20/2022,19.8,12.6,226.1
112,Bremen,11/21/2022,31.7,23,131.3
112,Bremen,11/22/2022,33.5,21.9,117.7
112,Bremen,11/23/2022,28.4,18,146.9
112,Bremen,11/24/2022,27.7,19.8,175.2
112,Bremen,11/25/2022,28.4,12.6,171.6
112,Bremen,11/26/2022,26.3,13.7,199.7
112,Bremen,11/27/2022,26.3,16.2,140.7
112,Bremen,11/28/2022,31,20.1,126.3
112,Bremen,11/29/2022,22,12.9,115.4
112,Bremen,11/30/2022,15.8,11.5,60.6
112,Bremen,12/1/2022,19.1,14,59.5
112,Bremen,12/2/2022,29.2,26.2,62.1
112,Bremen,12/3/2022,31.3,21.2,81.6
112,Bremen,12/4/2022,34.9,23,59.9
112,Bremen,12/5/2022,26.6,21.6,55.5
112,Bremen,12/6/2022,24.5,14.4,298.8
112,Bremen,12/7/2022,34.2,21.6,264.5
112,Bremen,12/8/2022,29.2,22.2,247.8
112,Bremen,12/9/2022,16.2,11.1,172.1
112,Bremen,12/10/2022,14,14.7,138.4
112,Bremen,12/11/2022,14.4,11.1,129.8
112,Bremen,12/12/2022,8.6,6.1,153.2
112,Bremen,12/13/2022,12.6,8.6,156.2
112,Bremen,12/14/2022,12.6,10.4,136.7
112,Bremen,12/15/2022,23.8,19.1,203.2
112,Bremen,12/16/2022,11.9,10.8,132
112,Bremen,12/17/2022,20.9,10.1,187.7
112,Bremen,12/18/2022,31,25.5,127
112,Bremen,12/19/2022,35.6,19.4,170.7
112,Bremen,12/20/2022,34.6,21.2,196.2
112,Bremen,12/21/2022,23,14.4,207.8
112,Bremen,12/22/2022,29.5,25.2,218.1
112,Bremen,12/23/2022,18.7,14,92.2
112,Bremen,12/24/2022,32.4,21.5,233.1
112,Bremen,12/25/2022,20.5,11.9,136.1
112,Bremen,12/26/2022,48.6,41.4,241.5
112,Bremen,12/27/2022,41.4,30.9,228.7
112,Bremen,12/28/2022,52.2,32.4,204.1
112,Bremen,12/29/2022,63.4,38.8,219.4
112,Bremen,12/30/2022,56.2,32.7,193.3
112,Bremen,12/31/2022,61.6,38.8,215.1
112,Bremen,1/1/2023,52.9,45.3,221
112,Bremen,1/2/2023,43.6,36.7,227.9
112,Bremen,1/3/2023,34.6,18.7,205.1
112,Bremen,1/4/2023,61.2,39.2,228.6
112,Bremen,1/5/2023,59,41,267.4
112,Bremen,1/6/2023,50.4,30.2,224
112,Bremen,1/7/2023,36,20.9,170.2
112,Bremen,1/8/2023,36.4,23.4,178.7
112,Bremen,1/9/2023,31,18.4,210.2
112,Bremen,1/10/2023,51.8,30.2,205.9
112,Bremen,1/11/2023,54.4,30.9,213.2
112,Bremen,1/12/2023,61.9,38.8,218
112,Bremen,1/13/2023,59,43.1,235.8
112,Bremen,1/14/2023,55.8,42.4,207.9
112,Bremen,1/15/2023,73.4,45.7,229.1
112,Bremen,1/16/2023,44.3,27.7,152.3
112,Bremen,1/17/2023,49,30.9,236.8
112,Bremen,1/18/2023,43.9,25.2,194.4
112,Bremen,1/19/2023,44.3,25.2,223.6
112,Bremen,1/20/2023,23.8,18.4,217.1
112,Bremen,1/21/2023,22.3,21.2,4.3
112,Bremen,1/22/2023,28.8,23.4,19.9
112,Bremen,1/23/2023,15.8,12.2,53
112,Bremen,1/24/2023,20.5,13.3,113.2
112,Bremen,1/25/2023,19.8,15.5,215.3
112,Bremen,1/26/2023,25.9,24.4,296.1
112,Bremen,1/27/2023,29.5,21.2,35
112,Bremen,1/28/2023,24.8,14,236.3
